	mz	charged_formula	selectivity	neutral_formula_mass	ion_relation
C10H5F2O_179.030227	179.030227	C10H5F2O		C10H8F2O3_214.044151	M-H4O2+H[1+]
C4H9NaO4_145.047106	145.047106	C4H9NaO4		C3H8O2_76.05243	M+HCOONa[1+]
C23(C13)H50NO7P_248.167396	248.167396	C23(C13)H50NO7P		C24H48NO7P_493.316839	M(C13)+2H[2+]
C14H18N_200.143305	200.143305	C14H18N		C14H21NO2_235.157229	M-H4O2+H[1+]
C13H24NO4_258.169984	258.169984	C13H24NO4		C13H23NO4_257.162708	M+H[1+]
C14H15N2O_227.117889	227.117889	C14H15N2O		C14H14N2O_226.110613	M+H[1+]
C43H86O2_634.662233	634.662233	C43H86O2		C43H86O2_634.662782	M[1+]
C12H24NO4_246.169984	246.169984	C12H24NO4		C12H23NO4_245.162708	M+H[1+]
C6H7NaO6_199.021285	199.021285	C6H7NaO6		C5H6O4_130.026609	M+HCOONa[1+]
C17H17ClN3NaO6S2_482.021753	482.021753	C17H17ClN3NaO6S2		C17H17N3O6S2_423.055877	M+NaCl[1+]
C14H23_191.179356	191.179356	C14H23		C14H26O2_226.19328	M-H4O2+H[1+]
C9H17KO5_245.07852	245.07852	C9H17KO5		C8H16O3_160.109944	M+HCOOK[1+]
C9(C13)H22N2S4_149.534442	149.534442	C9(C13)H22N2S4		C10H20N2S4_296.050931	M(C13)+2H[2+]
C12H17N4O_233.139766	233.139766	C12H17N4O		C13H18N4O3_278.13789	M-HCOOH+H[1+]
C6H8NaO9S_278.978179	278.978179	C6H8NaO9S		C6H8O9S_255.988903	M+Na[1+]
C7H17NaO13P2_197.001583	197.001583	C7H17NaO13P2		C7H16O13P2_370.006614	M+H+Na[2+]
C39H79N2O6P_351.283239	351.283239	C39H79N2O6P		C39H77N2O6P_700.551925	M+2H[2+]
C37H58N3O_560.457475	560.457475	C37H58N3O		C37H55N3_541.439599	M+H2O+H[1+]
C5H10N3O_128.081836	128.081836	C5H10N3O		C5H6N2O_110.048013	M+NH4[1+]
C16H20NO5S_338.105584	338.105584	C16H20NO5S		C17H19NO6S_365.093308	M-CO+H[1+]
C14H12BrO3S_338.968506	338.968506	C14H12BrO3S		C14H11BrO3S_337.96123	M+H[1+]
C4H11OSSe_186.969069	186.969069	C4H11OSSe		C4H8SSe_167.951193	M+H2O+H[1+]
C8H9Cl5NaO2_334.893794	334.893794	C8H9Cl5NaO2		C8H9Cl5O2_311.904518	M+Na[1+]
C7H8Se_171.978571	171.978571	C7H8Se		C7H8Se_171.97912	M[1+]
C15H21O_217.158721	217.158721	C15H21O		C18H24O3_288.172545	M-C3H4O2+H[1+]
C15H28NO2_254.211484	254.211484	C15H28NO2		C18H31NO4_325.225308	M-C3H4O2+H[1+]
C19H23O2_283.169221	283.169221	C19H23O2		C19H24O3_300.172545	M-H2O+H[1+]
C13H16N_186.12769	186.12769	C13H16N		C13H17NO_203.131014	M-H2O+H[1+]
C23(C13)H35O4_388.256386	388.256386	C23(C13)H35O4		C24H34O4_386.24571	M(C13)+H[1+]
C5H5N4NaO5PS_286.961103	286.961103	C5H5N4NaO5PS		C5H5N4O5PS_263.971827	M+Na[1+]
C10H18NO4_216.123069	216.123069	C10H18NO4		C10H17NO4_215.115758	M+H[1+]
C36H61O5_573.45138	573.45138	C36H61O5		C37H60O7_616.433904	M-CO2+H[1+]
C8H10NNaO6S_272.019904	272.019904	C8H10NNaO6S		C7H9NO4S_203.025228	M+HCOONa[1+]
C9H9O4_181.049535	181.049535	C9H9O4		C9H8O4_180.042259	M+H[1+]
H4BrO3_130.933866	130.933866	H4BrO3		BrHO2_111.91599	M+H2O+H[1+]
C7(C13)H18O6PS2_102.009932	102.009932	C7(C13)H18O6PS2		C8H15O6PS2_302.004766	M(C13)+3H[3+]
C12H15N2O_203.117804	203.117804	C12H15N2O		C13H14N2O2_230.105528	M-CO+H[1+]
C15H15I2O5_528.900376	528.900376	C15H15I2O5		C15H12I2O4_509.8825	M+H2O+H[1+]
C25H41N8NaO6_573.311928	573.311928	C25H41N8NaO6		C24H40N8O4_504.317252	M+HCOONa[1+]
C2(C13)H8NO6P_186.011775	186.011775	C2(C13)H8NO6P		C3H8NO6P_185.008924	M(C13)[1+]
C4H6KN2O3S_200.972689	200.972689	C4H6KN2O3S		C4H6N2O3S_162.009913	M+K[1+]
C21H35O3_335.258106	335.258106	C21H35O3		C21H34O3_334.250795	M+H[1+]
C42H82NNaO7P_766.572166	766.572166	C42H82NNaO7P		C42H82NO7P_743.58289	M+Na[1+]
C9H13N4O3S2_289.042393	289.042393	C9H13N4O3S2		C9H10N4O2S2_270.024517	M+H2O+H[1+]
C14(C13)H15NO3_129.053748	129.053748	C14(C13)H15NO3		C15H13NO3_255.089543	M(C13)+2H[2+]
C3H3Cl2NaO2_164.948033	164.948033	C3H3Cl2NaO2		C3H3ClO2_105.982157	M+NaCl[1+]
CHNaO2P_99.968438	99.968438	CHNaO2P		P_30.973762	M+HCOONa[1+]
H3O3Se_130.924192	130.924192	H3O3Se		H2O3Se_129.916916	M+H[1+]
C5H5N4OS2_200.989858	200.989858	C5H5N4OS2		C5H8N4O3S2_236.003782	M-H4O2+H[1+]
C7H7NaO7S_128.989988	128.989988	C7H7NaO7S		C7H6O7S_233.983424	M+H+Na[2+]
C22H30NO5_388.211898	388.211898	C22H30NO5		C22H32N2O5_404.231122	M-NH3+H[1+]
C4H6KNO6_203.990434	203.990434	C4H6KNO6		C3H5NO4_119.021858	M+HCOOK[1+]
C12H8F6NO2_104.014759	104.014759	C12H8F6NO2		C12H5F6NO2_309.022448	M+3H[3+]
C4H8BrF_153.978791	153.978791	C4H8BrF		C4H8BrF_153.97934	M[1+]
C18H29_245.226306	245.226306	C18H29		C18H32O2_280.24023	M-H4O2+H[1+]
C8H10ClNaO_181.039041	181.039041	C8H10ClNaO		C8H10O_122.073165	M+NaCl[1+]
C25H48O6_222.171996	222.171996	C25H48O6		C25H46O6_442.329439	M+2H[2+]
C13H10N3NaO7S_376.020967	376.020967	C13H10N3NaO7S		C12H9N3O5S_307.026291	M+HCOONa[1+]
C8H8O3_152.046795	152.046795	C8H8O3		C8H8O3_152.047344	M[1+]
C24H33O8_449.216994	449.216994	C24H33O8		C24H32O8_448.209718	M+H[1+]
C28H54NNaO7P_570.353066	570.353066	C28H54NNaO7P		C28H54NO7P_547.36379	M+Na[1+]
C5H5Cl3NO_199.943158	199.943158	C5H5Cl3NO		C5H2Cl3N_180.925282	M+H2O+H[1+]
C6H7(Cl37)NO2S_193.985253	193.985253	C6H7(Cl37)NO2S		C6H6ClNO2S_190.980777	M(Cl37)+H[1+]
C12H17ClNNaO_124.544297	124.544297	C12H17ClNNaO		C12H16ClNO_225.092042	M+H+Na[2+]
C6H4ClO4_174.979262	174.979262	C6H4ClO4		C6H3ClO4_173.971986	M+H[1+]
C23H55N3O5P_484.387382	484.387382	C23H55N3O5P		C23H51N2O5P_466.353559	M+NH4[1+]
C7H10KO4_197.020685	197.020685	C7H10KO4		C7H10O4_158.057909	M+K[1+]
C13H20NO4_254.138682	254.138682	C13H20NO4		C13H16O4_236.104859	M+NH4[1+]
C14H20N5_258.17132	258.17132	C14H20N5		C14H16N4_240.137497	M+NH4[1+]
C22H37ClNNaO2_406.248305	406.248305	C22H37ClNNaO2		C22H37NO2_347.282429	M+NaCl[1+]
C50H98KNO7P_894.670867	894.670867	C50H98KNO7P		C50H98NO7P_855.708091	M+K[1+]
C20H33NaO6_196.108221	196.108221	C20H33NaO6		C20H32O6_368.219889	M+H+Na[2+]
C14H26NS_240.178046	240.178046	C14H26NS		C14H25NS_239.17077	M+H[1+]
C3H5KNO_109.99989	109.99989	C3H5KNO		C3H5NO_71.037114	M+K[1+]
C4(C13)H17N2O3PS_108.536026	108.536026	C4(C13)H17N2O3PS		C5H15N2O3PS_214.0541	M(C13)+2H[2+]
C10H8ClNNaO2_232.013632	232.013632	C10H8ClNNaO2		C10H8ClNO2_209.024356	M+Na[1+]
KO2Te_200.858828	200.858828	KO2Te		O2Te_161.896052	M+K[1+]
C23H22ClNaO3_202.057237	202.057237	C23H22ClNaO3		C23H21ClO3_380.117922	M+H+Na[2+]
C9H5BrN_205.959952	205.959952	C9H5BrN		C9H6BrNO_222.963276	M-H2O+H[1+]
C13H30O_101.114284	101.114284	C13H30O		C13H28O_200.214016	M+2H[2+]
C14H9O10S_368.991173	368.991173	C14H9O10S		C15H10O12S_413.989297	M-HCOOH+H[1+]
C8H4ClNO4S3_308.89855	308.89855	C8H4ClNO4S3		C8H4ClNO4S3_308.899099	M[1+]
C10H20Na_163.145777	163.145777	C10H20Na		C10H20_140.156501	M+Na[1+]
C17H16F3O_293.114825	293.114825	C17H16F3O		C17H18F3NO_309.134049	M-NH3+H[1+]
C11H15N2O6_271.092511	271.092511	C11H15N2O6		C11H17N3O6_287.111735	M-NH3+H[1+]
C15H30NO4_288.216934	288.216934	C15H30NO4		C15H29NO4_287.209658	M+H[1+]
C10H11ClFKN5O3_342.016221	342.016221	C10H11ClFKN5O3		C10H11ClFN5O3_303.053445	M+K[1+]
C7H16Cl2N2NaO3P_150.008143	150.008143	C7H16Cl2N2NaO3P		C7H15Cl2N2O3P_276.019734	M+H+Na[2+]
C8H3ClNNaO2_203.982254	203.982254	C8H3ClNNaO2		C8H3NO2_145.016378	M+NaCl[1+]
C92(C13)H166N3O39_650.037134	650.037134	C92(C13)H166N3O39		C93H163N3O39_1946.086372	M(C13)+3H[3+]
C19H37NNaO4_366.261535	366.261535	C19H37NNaO4		C19H37NO4_343.272259	M+Na[1+]
C8H5Cl2O2S2_266.910253	266.910253	C8H5Cl2O2S2		C8H4Cl2O2S2_265.902977	M+H[1+]
C6H7O8S2_270.957686	270.957686	C6H7O8S2		C6H6O8S2_269.95041	M+H[1+]
C27H43O2_399.325721	399.325721	C27H43O2		C27H44O3_416.329045	M-H2O+H[1+]
C15H17NaO2_126.055791	126.055791	C15H17NaO2		C15H16O2_228.11503	M+H+Na[2+]
C9Cl7NNaO2_421.764148	421.764148	C9Cl7NNaO2		C9Cl7NO2_398.774872	M+Na[1+]
C39(C13)H79NO7P_239.18699	239.18699	C39(C13)H79NO7P		C40H76NO7P_713.53594	M(C13)+3H[3+]
C4H10NS_104.052925	104.052925	C4H10NS		C5H11NO2S_149.051049	M-HCOOH+H[1+]
C7H8Cl2N3NaO4S2_355.930351	355.930351	C7H8Cl2N3NaO4S2		C7H8ClN3O4S2_296.964475	M+NaCl[1+]
C11H17O_165.127356	165.127356	C11H17O		C11H18O2_182.13068	M-H2O+H[1+]
C12H17O_177.127356	177.127356	C12H17O		C12H18O2_194.13068	M-H2O+H[1+]
C10H6NaO8S_309.975909	309.975909	C10H6NaO8S		C9H5O6S_240.981233	M+HCOONa[1+]
C20H33O3_321.242456	321.242456	C20H33O3		C20H32O3_320.235145	M+H[1+]
(C13)H4O5P_127.982486	127.982486	(C13)H4O5P		CH3O5P_125.97181	M(C13)+H[1+]
C10H20NO4_218.138684	218.138684	C10H20NO4		C10H19NO4_217.131408	M+H[1+]
C18H34NO_280.263455	280.263455	C18H34NO		C18H35NO2_297.266779	M-H2O+H[1+]
C9H17N2O3_201.123366	201.123366	C9H17N2O3		C9H13NO3_183.089543	M+NH4[1+]
C15H27O2_239.200471	239.200471	C15H27O2		C16H26O3_266.188195	M-CO+H[1+]
C13H25O2_213.184985	213.184985	C13H25O2		C14H26O4_258.183109	M-HCOOH+H[1+]
C6H6KO3_164.99447	164.99447	C6H6KO3		C6H6O3_126.031694	M+K[1+]
C7H7KN2O4_223.011503	223.011503	C7H7KN2O4		C6H6N2O2_138.042927	M+HCOOK[1+]
C7H12Cl2N2P_225.010896	225.010896	C7H12Cl2N2P		C7H15Cl2N2O2P_260.02482	M-H4O2+H[1+]
C9H10NO3_180.065519	180.065519	C9H10NO3		C9H9NO3_179.058243	M+H[1+]
C10H8NO3_190.049869	190.049869	C10H8NO3		C10H7NO3_189.042593	M+H[1+]
C40H80KN2O6P_754.538176	754.538176	C40H80KN2O6P		C40H80N2O6P_715.5754	M+K[1+]
C10H3ClF17O_496.959547	496.959547	C10H3ClF17O		C10H2ClF17O_495.952271	M+H[1+]
C12H11N2NaO5S_159.013797	159.013797	C12H11N2NaO5S		C12H10N2O5S_294.031042	M+H+Na[2+]
C6H13NaO3_157.083491	157.083491	C6H13NaO3		C5H12O_88.088815	M+HCOONa[1+]
C43H79NO7P_752.558781	752.558781	C43H79NO7P		C44H78NO8P_779.546505	M-CO+H[1+]
C6H5ClO2_143.997258	143.997258	C6H5ClO2		C6H5ClO2_143.997807	M[1+]
C8H14O5PS2_285.001442	285.001442	C8H14O5PS2		C8H15O6PS2_302.004766	M-H2O+H[1+]
C17H38NO2_288.289703	288.289703	C17H38NO2		C17H34O2_270.25588	M+NH4[1+]
C6H5Br2O5_314.849856	314.849856	C6H5Br2O5		C6H2Br2O4_295.83198	M+H2O+H[1+]
C6H16NO3_150.112505	150.112505	C6H16NO3		C6H13NO2_131.094629	M+H2O+H[1+]
C16H36NO7_354.248664	354.248664	C16H36NO7		C16H33NO6_335.230788	M+H2O+H[1+]
C7H14NO4_176.091769	176.091769	C7H14NO4		C7H11NO3_157.073893	M+H2O+H[1+]
H2NNaO3P_117.966506	117.966506	H2NNaO3P		H2NO3P_94.97723	M+Na[1+]
C21H26ClFN3O_130.057732	130.057732	C21H26ClFN3O		C21H23ClFN3O_387.151368	M+3H[3+]
C15H16NO_226.122605	226.122605	C15H16NO		C15H17NO2_243.125929	M-H2O+H[1+]
C18H30KNO6_396.178234	396.178234	C18H30KNO6		C17H29NO4_311.209658	M+HCOOK[1+]
C36(C13)H75N2O6P_675.539126	675.539126	C36(C13)H75N2O6P		C37H75N2O6P_674.536275	M(C13)[1+]
C20H33O7_385.222115	385.222115	C20H33O7		C20H30O6_366.204239	M+H2O+H[1+]
C3H7O3_91.03897	91.03897	C3H7O3		C3H6O3_90.031694	M+H[1+]
C9H11NaO2_175.072926	175.072926	C9H11NaO2		C8H10_106.07825	M+HCOONa[1+]
C22H18ClNaO10_501.055873	501.055873	C22H18ClNaO10		C22H18O10_442.089997	M+NaCl[1+]
C21H31O4_347.221685	347.221685	C21H31O4		C21H30O4_346.214409	M+H[1+]
C42(C13)H55N4O5_236.1396	236.1396	C42(C13)H55N4O5		C43H52N4O5_704.393771	M(C13)+3H[3+]
C7H4(Cl37)Cl4O_280.867129	280.867129	C7H4(Cl37)Cl4O		C7H3Cl5O_277.862653	M(Cl37)+H[1+]
C7H13N2O6_221.076841	221.076841	C7H13N2O6		C10H16N2O8_292.090665	M-C3H4O2+H[1+]
C45H62O4_666.464261	666.464261	C45H62O4		C45H62O4_666.46481	M[1+]
C2H6N3O8_200.014855	200.014855	C2H6N3O8		C3H5N3O9_227.002579	M-CO+H[1+]
FeO_71.929301	71.929301	FeO		FeO_71.92985	M[1+]
C36(C13)H43N2O6_306.157207	306.157207	C36(C13)H43N2O6		C37H41N2O6_609.296462	M(C13)+2H[2+]
C3H7Cl4Si_210.906564	210.906564	C3H7Cl4Si		C3H6Cl4Si_209.899288	M+H[1+]
C28H20N4O11S2_652.056451	652.056451	C28H20N4O11S2		C28H20N4O11S2_652.057	M[1+]
C5H11O_87.080441	87.080441	C5H11O		C5H10O_86.073165	M+H[1+]
C8H19N5O12P3_470.023786	470.023786	C8H19N5O12P3		C9H18N5O14P3_513.00631	M-CO2+H[1+]
C3H6BrN_134.967811	134.967811	C3H6BrN		C3H6BrN_134.96836	M[1+]
C7(C13)H8O2_137.05528	137.05528	C7(C13)H8O2		C8H8O2_136.052429	M(C13)[1+]
C8H18N4NaO2_225.132252	225.132252	C8H18N4NaO2		C8H18N4O2_202.142976	M+Na[1+]
C16H24NO2_262.180155	262.180155	C16H24NO2		C16H23NO2_261.172879	M+H[1+]
C6H7KN3O_176.021688	176.021688	C6H7KN3O		C6H7N3O_137.058912	M+K[1+]
C15H24N_218.190326	218.190326	C15H24N		C15H23N_217.18305	M+H[1+]
C4H8NaO4_143.031535	143.031535	C4H8NaO4		C4H8O4_120.042259	M+Na[1+]
C18(C13)H27O14_160.047211	160.047211	C18(C13)H27O14		C19H24O14_476.116605	M(C13)+3H[3+]
C6H14Br2O5P_354.894046	354.894046	C6H14Br2O5P		C6H11Br2O4P_335.87617	M+H2O+H[1+]
C10H16NO3_198.112469	198.112469	C10H16NO3		C10H15NO3_197.105193	M+H[1+]
C11H16N3_190.133788	190.133788	C11H16N3		C12H15N3O_217.121512	M-CO+H[1+]
C34(C13)H63N2O4_192.160112	192.160112	C34(C13)H63N2O4		C35H60N2O4_572.455308	M(C13)+3H[3+]
C28H48O2_416.364882	416.364882	C28H48O2		C28H48O2_416.365431	M[1+]
C22H32N3O2_370.248901	370.248901	C22H32N3O2		C22H28N2O2_352.215078	M+NH4[1+]
C9H10ClNaO_193.039041	193.039041	C9H10ClNaO		C9H10O_134.073165	M+NaCl[1+]
C6H4INNaO2_271.917956	271.917956	C6H4INNaO2		C6H4INO2_248.92868	M+Na[1+]
C55H110NO6_880.832764	880.832764	C55H110NO6		C55H106O6_862.798941	M+NH4[1+]
C8(C13)H12NO2_167.089655	167.089655	C8(C13)H12NO2		C9H11NO2_165.078979	M(C13)+H[1+]
C18H14Cl3O2S_398.97746	398.97746	C18H14Cl3O2S		C18H13Cl3O2S_397.970184	M+H[1+]
C12H17N4NaO2_136.061939	136.061939	C12H17N4NaO2		C12H16N4O2_248.127326	M+H+Na[2+]
C18H31_247.241956	247.241956	C18H31		C18H34O2_282.25588	M-H4O2+H[1+]
C6H3O5_154.997429	154.997429	C6H3O5		C6H6O7_190.011353	M-H4O2+H[1+]
C4H11ClN2P_153.034368	153.034368	C4H11ClN2P		C5H12ClN2O2P_198.032492	M-HCOOH+H[1+]
C34H22N10O15S2_874.070203	874.070203	C34H22N10O15S2		C34H22N10O15S2_874.070752	M[1+]
C14H14NO3_244.096734	244.096734	C14H14NO3		C15H13NO4_271.084458	M-CO+H[1+]
C19H24F2N4O3_197.090275	197.090275	C19H24F2N4O3		C19H22F2N4O3_392.165997	M+2H[2+]
C14H26NO2_240.19572	240.19572	C14H26NO2		C15H25NO3_267.183444	M-CO+H[1+]
C9H12NNaO3_206.07874	206.07874	C9H12NNaO3		C8H11NO_137.084064	M+HCOONa[1+]
C8H3ClNO_163.989697	163.989697	C8H3ClNO		C8H6ClNO3_199.003621	M-H4O2+H[1+]
C6H7O_95.049141	95.049141	C6H7O		C6H6O_94.041865	M+H[1+]
C5H11N2O2Se2_290.914627	290.914627	C5H11N2O2Se2		C6H12N2O4Se2_335.912751	M-HCOOH+H[1+]
C15H15NaO5_299.08897	299.08897	C15H15NaO5		C14H14O3_230.094294	M+HCOONa[1+]
C25H38N5O_424.307001	424.307001	C25H38N5O		C26H37N5O2_451.294725	M-CO+H[1+]
C40(C13)H73O3_614.558822	614.558822	C40(C13)H73O3		C41H72O3_612.548146	M(C13)+H[1+]
C6H12KN3PS_228.011731	228.011731	C6H12KN3PS		C6H12N3PS_189.048955	M+K[1+]
C9H19O4_191.12782	191.12782	C9H19O4		C9H16O3_172.109944	M+H2O+H[1+]
C17H34NO4_316.248235	316.248235	C17H34NO4		C17H33NO4_315.240959	M+H[1+]
C7H12KNO7S2_325.97644	325.97644	C7H12KNO7S2		C6H11NO5S2_241.007864	M+HCOOK[1+]
C18H18O3_141.062248	141.062248	C18H18O3		C18H16O3_280.109944	M+2H[2+]
C15H22N2NaO_269.162489	269.162489	C15H22N2NaO		C15H22N2O_246.173213	M+Na[1+]
C6H4BrClO2S_253.879841	253.879841	C6H4BrClO2S		C6H4BrClO2S_253.88039	M[1+]
C10H16N5O11P3_475.005367	475.005367	C10H16N5O11P3		C10H16N5O11P3_475.005916	M[1+]
C16H19N2O6_335.123727	335.123727	C16H19N2O6		C16H20N2O7_352.127051	M-H2O+H[1+]
C8H5Cl3N2_233.951282	233.951282	C8H5Cl3N2		C8H5Cl3N2_233.951831	M[1+]
C15H22NO2_248.164505	248.164505	C15H22NO2		C15H21NO2_247.157229	M+H[1+]
C16H13KO6_341.042135	341.042135	C16H13KO6		C15H12O4_256.073559	M+HCOOK[1+]
C10H9N4_185.082102	185.082102	C10H9N4		C10H12N4O2_220.096026	M-H4O2+H[1+]
C5(C13)H12O3S2_98.512544	98.512544	C5(C13)H12O3S2		C6H10O3S2_194.007136	M(C13)+2H[2+]
C6H8NaOS2_182.990932	182.990932	C6H8NaOS2		C6H8OS2_160.001656	M+Na[1+]
H3Cl2NaO3_144.941851	144.941851	H3Cl2NaO3		ClH3O3_85.975975	M+NaCl[1+]
C28H19Br2ClN4NaO2S_690.917676	690.917676	C28H19Br2ClN4NaO2S		C28H19Br2ClN4O2S_667.9284	M+Na[1+]
C5H10O4S_166.029431	166.029431	C5H10O4S		C5H10O4S_166.02998	M[1+]
C35(C13)H58O9_635.410934	635.410934	C35(C13)H58O9		C36H58O9_634.408083	M(C13)[1+]
C2H6AsI_231.872471	231.872471	C2H6AsI		C2H6AsI_231.87302	M[1+]
C20(C13)H29NO_156.113608	156.113608	C20(C13)H29NO		C21H27NO_309.209264	M(C13)+2H[2+]
C33H65N2O12_227.150701	227.150701	C33H65N2O12		C33H62N2O12_678.430275	M+3H[3+]
C17H30NO5_328.211884	328.211884	C17H30NO5		C17H27NO4_309.194008	M+H2O+H[1+]
C13H22NNaO3_264.15699	264.15699	C13H22NNaO3		C12H21NO_195.162314	M+HCOONa[1+]
C8H12N4Na_187.095472	187.095472	C8H12N4Na		C8H12N4_164.106196	M+Na[1+]
C40H56_536.437653	536.437653	C40H56		C40H56_536.438202	M[1+]
C13H12NO2S_82.019076	82.019076	C13H12NO2S		C13H9NO2S_243.035399	M+3H[3+]
C7H6ClN2S_184.993552	184.993552	C7H6ClN2S		C8H7ClN2O2S_229.991676	M-HCOOH+H[1+]
C18H34NO4_328.248232	328.248232	C18H34NO4		C18H30O4_310.214409	M+NH4[1+]
C41H79NO8P_744.553811	744.553811	C41H79NO8P		C42H78NO10P_787.536335	M-CO2+H[1+]
C7H13N2NaO3PS3_322.971869	322.971869	C7H13N2NaO3PS3		C7H13N2O3PS3_299.982593	M+Na[1+]
C11H16NO4_226.107419	226.107419	C11H16NO4		C11H13NO3_207.089543	M+H2O+H[1+]
C9H9N2O3S_225.032868	225.032868	C9H9N2O3S		C12H12N2O5S_296.046692	M-C3H4O2+H[1+]
C6H9NNaOS2_198.001831	198.001831	C6H9NNaOS2		C6H9NOS2_175.012555	M+Na[1+]
C11H10ClN2NaOS2_308.98933	308.98933	C11H10ClN2NaOS2		C11H10N2OS2_250.023454	M+NaCl[1+]
C25H31N3Na_198.120263	198.120263	C25H31N3Na		C25H30N3_372.243973	M+H+Na[2+]
C2H6Cl3O2_166.942824	166.942824	C2H6Cl3O2		C2H3Cl3O_147.924948	M+H2O+H[1+]
C8H7ClN3NaO6S2_363.943501	363.943501	C8H7ClN3NaO6S2		C7H6ClN3O4S2_294.948825	M+HCOONa[1+]
C11H13(S34)N2O2S_271.037095	271.037095	C11H13(S34)N2O2S		C11H12N2O2S2_268.034019	M(S34)+H[1+]
C9H13N2NaO_94.045758	94.045758	C9H13N2NaO		C9H12N2O_164.094963	M+H+Na[2+]
C12H15N4NaO2S_151.040149	151.040149	C12H15N4NaO2S		C12H14N4O2S_278.083746	M+H+Na[2+]
C7H4ClFIO_284.897396	284.897396	C7H4ClFIO		C7H3ClFIO_283.89012	M+H[1+]
C43H81NNaO9P_810.561916	810.561916	C43H81NNaO9P		C42H80NO7P_741.56724	M+HCOONa[1+]
C9H19N2O5_235.128883	235.128883	C9H19N2O5		C9H16N2O4_216.111007	M+H2O+H[1+]
C11(C13)H23NO4_123.082505	123.082505	C11(C13)H23NO4		C12H21NO4_243.147058	M(C13)+2H[2+]
C39H76N2O6P_699.543515	699.543515	C39H76N2O6P		C39H77N2O7P_716.546839	M-H2O+H[1+]
C8H8ClNa_163.028476	163.028476	C8H8ClNa		C8H8_104.0626	M+NaCl[1+]
C36H65NaO6_617.475137	617.475137	C36H65NaO6		C35H64O4_548.480461	M+HCOONa[1+]
C2H5N2O2_89.034602	89.034602	C2H5N2O2		C2H7N3O2_105.053826	M-NH3+H[1+]
C7H13N2O3_173.092068	173.092068	C7H13N2O3		C7H12N2O3_172.084792	M+H[1+]
C6H3N4_131.035151	131.035151	C6H3N4		C6H6N4O2_166.049075	M-H4O2+H[1+]
C4H3BrF7O2_294.919946	294.919946	C4H3BrF7O2		C4BrF7O_275.90207	M+H2O+H[1+]
C8H12N2O4_100.039305	100.039305	C8H12N2O4		C8H10N2O4_198.064057	M+2H[2+]
C7H17N2O4_193.118318	193.118318	C7H17N2O4		C7H14N2O3_174.100442	M+H2O+H[1+]
C8H2F17NaO3S_261.967023	261.967023	C8H2F17NaO3S		C8HF17O3S_499.937494	M+H+Na[2+]
C5H6(S34)N5O_186.024556	186.024556	C5H6(S34)N5O		C5H5N5OS_183.02148	M(S34)+H[1+]
C10H17Br2N2NaO2_188.977203	188.977203	C10H17Br2N2NaO2		C10H16Br2N2O2_353.957853	M+H+Na[2+]
C6H13O3_133.08592	133.08592	C6H13O3		C6H12O3_132.078644	M+H[1+]
C16H25O_233.190021	233.190021	C16H25O		C17H24O3_276.172545	M-CO2+H[1+]
C13H17I2N2O6_550.917096	550.917096	C13H17I2N2O6		C13H14I2N2O5_531.89922	M+H2O+H[1+]
C9(C13)H11N_73.045726	73.045726	C9(C13)H11N		C10H9N_143.073499	M(C13)+2H[2+]
C8H7O_119.049105	119.049105	C8H7O		C8H8O2_136.052429	M-H2O+H[1+]
C10H9NaO6S_140.000356	140.000356	C10H9NaO6S		C10H8O6S_256.004159	M+H+Na[2+]
C16(C13)H20N3O4S_121.039669	121.039669	C16(C13)H20N3O4S		C17H17N3O4S_359.093977	M(C13)+3H[3+]
CH8AsO_110.978477	110.978477	CH8AsO		C2H7AsO2_137.966201	M-CO+H[1+]
C17H40N7O5_422.308579	422.308579	C17H40N7O5		C17H37N7O4_403.290703	M+H2O+H[1+]
C49H54O24_1026.299983	1026.299983	C49H54O24		C50H53O26_1069.282507	M-CO2+H[1+]
C13H13Cl2IO3PS_476.873966	476.873966	C13H13Cl2IO3PS		C13H10Cl2IO2PS_457.85609	M+H2O+H[1+]
C5H2N3O3_152.009116	152.009116	C5H2N3O3		C5H4N4O3_168.02834	M-NH3+H[1+]
C7H6BrFNaS_242.925036	242.925036	C7H6BrFNaS		C7H6BrFS_219.93576	M+Na[1+]
C6H6KO6_212.979214	212.979214	C6H6KO6		C6H6O6_174.016438	M+K[1+]
C6H14NO7_212.076476	212.076476	C6H14NO7		C6H10O7_194.042653	M+NH4[1+]
C23H30N7O20P3_817.075298	817.075298	C23H30N7O20P3		C23H30N7O20P3_817.075847	M[1+]
C19H22N2O3S_179.067008	179.067008	C19H22N2O3S		C19H20N2O3S_356.119463	M+2H[2+]
C18H36NO_282.279141	282.279141	C18H36NO		C18H35NO_281.271865	M+H[1+]
C15H19Na_111.068702	111.068702	C15H19Na		C15H18_198.140851	M+H+Na[2+]
C11H6O_154.041316	154.041316	C11H6O		C11H6O_154.041865	M[1+]
C13H12ClNaO_121.023198	121.023198	C13H12ClNaO		C13H11ClO_218.049843	M+H+Na[2+]
C11H14N5NaO8_368.081259	368.081259	C11H14N5NaO8		C10H13N5O6_299.086583	M+HCOONa[1+]
C22(C13)H33Cl2NO3_221.093026	221.093026	C22(C13)H33Cl2NO3		C23H31Cl2NO3_439.168099	M(C13)+2H[2+]
C10H17_137.132477	137.132477	C10H17		C10H16_136.125201	M+H[1+]
C85H168O17P2_761.58729	761.58729	C85H168O17P2		C85H166O17P2_1521.160028	M+2H[2+]
